School_Number,Classroom_Number,Time_Intervals,Date,Time ,Season ,Mode,Floor,Room_Orientation,Occupant_Num,TypeOfActivity,JustOccupiedOrnot,FillingQ,Temperature_Operative,TcomfortCENMode,Lower_Margin,MetabolicRate,Weight,Height,BodySurfaceArea,NumberOfStudents,NumOfStudentsDrinking,NumOfStudentsFanning,WithoutJumperOrCardigan,ClassroomArea,ClassroomHeight,ClassroomVolume,DepthtoHeightRatio,OpenningToClassroomArea,WindowAreatoClassroomRatio,TypeOfWindow,TypeofBlindShade,NumberofOperableBlindsShades,TypeofInternalDoor,VentilationType,VentilationFan,AreaOfOperableWindows2,TotalOperableAreas,AreaOfNonOperableWindow,AreaofDoorGlazing,TotalAreaofGlazing,NumberofOperableWindows,WindowGlazing,TypeOfWindowOperation,MinimumHeightOfOperableWindowSill,OpeningToWallRatio,PercentOfOpenWindow,AreaofOpenWindows,AreaofDoorOpen,TotalOpenArea,AreaofExteriorDoorOpening,AreaOfOperableWindows,TotalOperableArea,PercentOfOpenAreas,NumberofSlightlyOpenLargeWindows,NumberoffullyOpenSmallWindows,NumberofSlightlyOpenSamallWindows,NumberofOpenSmallWindows,TotalnumberOfOpenWindows,TotalNumberofWindowAdjustment,ReasonForAdjustment2,WhoDidAdjustment,BlindState,PercentOfClosedBlinds,ReasonForAdjustment,TotalNumberofBlindAdjustment,WhoDidAdjustment2,ExteriorShade,InteriorDoorState,ReasonForAdjustment3,WhoDidAdjustment3,ExteriorDoorState,ReasonForAdjustment5,WhoDidAdjustment5,StateOfConnectingDoor,HeatingSystem,FanOrCoolingSystem,ReasonForAdjustment4,WhoDidAdjustment4,Lights,Temperature_Air,Temperature_Radiant,Temperature_Operative,Temperature_Outdoor_Mean,Air_Speed,Relative_Humidity,CO2,CO2_Exterior,Temperature_Air_Outdoor,Relative_Humidity_Outdoor,Air_Speed_Outdoor,RainOrSnow,K,VCO2,Gpcm3s,GequalsnGp,GeForAdults,TotalGe,OccupantDensitym2,OccupantDensitym3,TcomfortG,TcomfortCENTrm,UpperMargin
1,1.01,1.01,7/17/2017,15:00:00,1,1,2,7,1,1,1,2,24.95,23.89,21.89,58,31.5,138.5,1.1,28,7,2,18,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,71,5.68,0,5.68,0,8,8,71,0,0,0,0,4,12,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.4,24.95,15.42,0.17,37.3,475.2,420,24.3,43,0.8,2,10.305,12.263,3.434,96.145,11.600,107.745,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,13:00:00,1,1,2,7,1,1,1,2,24.55,23.89,21.89,58,31.5,138.5,1.1,28,10,0,28,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25,24.1,24.55,15.42,0.13,38.7,489.2,420,24,43,0.8,2,10.292,12.247,3.429,96.016,11.600,107.616,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,15:10:00,1,1,2,7,1,2,1,2,25.1,23.89,21.89,79,31.5,138.5,1.1,28,2,0,15,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,71,5.68,0,5.68,0,8,8,71,0,0,0,0,4,12,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.7,25.1,15.42,0.168,37.4,514.1,420,24.6,45,0.8,2,14.044,16.712,4.679,131.022,11.600,142.622,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,14:20:00,1,1,2,7,1,2,1,2,25,23.89,21.89,79,31.5,138.5,1.1,28,21,10,28,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.5,25,15.42,0.01,38.4,518.7,420,24.6,43,1.7,2,14.039,16.706,4.678,130.978,11.600,142.578,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,11:00:00,1,1,2,7,1,2,1,2,23.65,23.89,21.89,79,31.5,138.5,1.1,28,6,2,15,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,24.5,22.8,23.65,15.42,0.012,40.3,535.6,420,21.7,52,0.8,2,13.975,16.631,4.657,130.385,11.600,141.985,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,11:10:00,1,1,2,7,1,1,1,2,24.05,23.89,21.89,58,31.5,138.5,1.1,20,0,0,9,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,24.5,23.6,24.05,15.42,0.023,39.9,560.6,420,22.2,49,0.8,2,10.274,12.226,3.423,68.467,11.600,80.067,3.000,9.600,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,13:10:00,1,1,2,7,1,1,1,2,24.75,23.89,21.89,58,31.5,138.5,1.1,28,2,0,28,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25,24.5,24.75,15.42,0.37,40.9,643.8,420,24.1,43,0.8,2,10.298,12.255,3.431,96.080,11.600,107.680,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,09:00:00,1,1,2,7,1,1,1,2,25.05,23.89,21.89,58,31.5,138.5,1.1,28,0,0,15,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,66,5.28,0,5.28,0,8,8,66,0,2,0,2,5,5,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.6,25.05,15.42,0.233,46.2,658.3,420,18.3,66,0.8,2,10.309,12.267,3.435,96.177,11.600,107.777,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,08:50:00,1,1,2,7,1,1,1,2,25.35,23.89,21.89,58,31.5,138.5,1.1,28,3,0,12,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,66,5.28,0,5.28,0,8,8,66,0,2,0,2,5,5,1,2,5,0,3,0,6,2,1,3,1,3,5,6,3,2,1,3,6,2,25.5,25.2,25.35,15.42,0.032,47.8,751.8,420,17.8,67,0.8,2,10.319,12.280,3.438,96.274,11.600,107.874,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,14:30:00,1,1,2,7,1,2,1,2,25.15,23.89,21.89,79,31.5,138.5,1.1,28,1,0,28,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.8,25.15,15.42,0.08,42.7,774,420,24.7,43,1.7,2,14.046,16.715,4.680,131.044,11.600,142.644,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,09:10:00,1,1,2,7,1,2,1,2,24.5,23.89,21.89,99,31.5,138.5,1.1,28,0,0,15,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,50,4.00,0,4.00,0,8,8,50,0,0,0,0,5,7,1,4,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25,24,24.5,15.42,0.153,45.9,829.1,420,18.6,64,0.8,2,17.564,20.901,5.852,163.862,11.600,175.462,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,12:00:00,1,1,2,7,1,1,1,1,25.45,23.89,21.89,58,31.5,138.5,1.1,28,4,1,9,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.4,25.5,25.45,15.42,0.043,40.7,910,420,22.8,48,0.8,2,10.323,12.284,3.440,96.306,11.600,107.906,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,11:40:00,1,1,2,7,1,1,1,2,25.35,23.89,21.89,58,31.5,138.5,1.1,20,0,0,9,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,25.2,25.35,15.42,0.06,42.8,918.1,420,22.3,49,0.8,2,10.319,12.280,3.438,68.767,11.600,80.367,3.000,9.600,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,11:50:00,1,1,2,7,1,1,1,2,25.45,23.89,21.89,58,31.5,138.5,1.1,28,0,0,9,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,25.4,25.45,15.42,0.065,42,1045,420,22.6,49,1.7,2,10.323,12.284,3.440,96.306,11.600,107.906,2.143,6.857,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,11:20:00,1,1,2,7,1,1,1,2,24.55,23.89,21.89,58,31.5,138.5,1.1,20,0,0,9,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,24.5,24.6,24.55,15.42,0.017,47.8,1214.4,420,22.2,49,0.8,2,10.292,12.247,3.429,68.583,11.600,80.183,3.000,9.600,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,09:20:00,1,1,2,7,1,2,1,2,25.25,23.89,21.89,99,31.5,138.5,1.1,53,0,0,15,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,50,4.00,0,4.00,0,8,8,50,0,0,0,0,3,7,7,6,5,0,3,0,6,2,2,1,1,3,5,6,3,2,1,3,6,2,24.9,25.6,25.25,15.42,0.04,48.1,1349.9,420,19.1,60,0.8,2,17.608,20.953,5.867,310.948,11.600,322.548,1.132,3.623,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,11:30:00,1,1,2,7,1,1,1,2,25.6,23.89,21.89,58,31.5,138.5,1.1,20,0,1,9,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,25.7,25.6,15.42,0.022,41.7,1538.7,420,22.5,48,0,2,10.328,12.290,3.441,68.825,11.600,80.425,3.000,9.600,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,09:30:00,1,1,2,7,1,2,1,2,25.85,23.89,21.89,99,31.5,138.5,1.1,53,0,1,18,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,50,4.00,0,4.00,0,8,8,50,0,0,0,0,3,7,7,6,5,0,3,0,6,2,2,5,6,3,5,6,3,2,1,3,6,2,25.5,26.2,25.85,15.42,0.047,50.9,1861.1,420,19.3,59,0.8,2,17.643,20.996,5.879,311.574,11.600,323.174,1.132,3.623,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,09:40:00,1,1,2,7,1,2,1,2,26.15,23.89,21.89,99,31.5,138.5,1.1,53,0,1,18,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,50,4.00,0,4.00,0,8,8,50,0,0,0,0,3,7,7,6,5,0,3,0,6,2,2,5,6,3,5,6,3,2,1,3,6,2,26,26.3,26.15,15.42,0.049,51.1,2068,420,19.8,59,0.8,2,17.661,21.017,5.885,311.887,11.600,323.487,1.132,3.623,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,09:50:00,1,1,2,7,1,2,1,2,26.3,23.89,21.89,99,31.5,138.5,1.1,53,0,1,18,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,50,4.00,0,4.00,0,8,8,50,0,0,0,0,3,7,7,6,5,0,3,0,6,2,2,5,6,3,5,6,3,2,1,3,6,2,26,26.6,26.3,15.42,0.06,52.3,2227.9,420,20.1,56,0.8,2,17.670,21.027,5.888,312.043,11.600,323.643,1.132,3.623,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,10:00:00,1,1,2,7,1,2,1,2,26.65,23.89,21.89,99,31.5,138.5,1.1,53,4,2,18,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,50,4.00,0,4.00,0,8,8,50,0,0,0,0,3,7,7,6,5,0,3,0,6,2,1,2,1,3,5,6,3,2,1,3,6,2,26.5,26.8,26.65,15.42,0.062,54.1,2331.2,420,20.2,56,0.8,2,17.691,21.052,5.894,312.408,11.600,324.008,1.132,3.623,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,14:50:00,1,1,2,7,6,0,2,2,25.15,23.89,21.89, ,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,71,5.68,0,5.68,0,8,8,71,0,0,0,0,6,12,2,5,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.8,25.15,15.42,0.33,37.2,498.8,420,24.5,44,1.7,2, , , ,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,14:00:00,1,1,2,7,5,3,2,2,24.7,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25,24.4,24.7,15.42,0.15,37.2,500.1,420,24.4,44,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,14:10:00,1,1,2,7,5,3,2,2,24.8,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25,24.6,24.8,15.42,0.092,37.8,508,420,24.6,43,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,10:50:00,1,1,2,7,6,3,2,2,23.75,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,24.5,23,23.75,15.42,0.3,40.4,508.3,420,21.6,50,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,12:50:00,1,1,2,7,4,3,2,2,24.85,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.2,24.85,15.42,0.262,38.2,513.4,420,23.9,45,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,14:40:00,1,1,2,7,6,3,2,2,25.2,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.9,25.2,15.42,0.201,37.8,513.8,420,24.8,44,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,13:30:00,1,1,2,7,5,3,2,2,25.05,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.6,25.05,15.42,0.34,38.7,514.5,420,24.1,44,1.7,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,13:50:00,1,1,2,7,5,3,2,2,24.75,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25,24.5,24.75,15.42,0.13,37.2,521.4,420,24.3,44,1.7,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,13:40:00,1,1,2,7,5,3,2,2,25,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.5,25,15.42,0.155,37.8,524.1,420,24.1,45,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,12:40:00,1,1,2,7,4,3,2,2,24.9,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.3,24.9,15.42,0.035,39.8,553.3,420,23.8,46,1.7,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,10:40:00,1,1,2,7,6,3,2,2,24.6,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,23.7,24.6,15.42,0.153,40.8,555.2,420,21.4,50,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,10:30:00,1,1,2,7,6,3,2,2,24.65,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,23.8,24.65,15.42,0.28,41.3,575.6,420,21.3,51,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,12:30:00,1,1,2,7,4,3,2,2,25.15,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.8,25.15,15.42,0.09,38.4,601.8,420,23.7,46,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,12:10:00,1,1,2,7,4,3,2,2,25.2,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.9,25.2,15.42,0.11,39.2,650.1,420,23,48,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,10:20:00,1,1,2,7,6,3,2,2,24.85,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,3,10,1,2,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,24.2,24.85,15.42,0.14,42.1,662.5,420,20.7,51,0,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,15:20:00,1,1,2,7,7,3,2,2,25.35,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,18,1.44,0,1.44,0,8,8,18,0,0,0,0,4,13,6,4,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,25.2,25.35,15.42,0.28,38.2,685.9,420,24.5,45,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,12:20:00,1,1,2,7,4,3,2,2,25.35,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,25.2,25.35,15.42,0.075,39.9,826.6,420,23.3,47,1.7,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,10:10:00,1,1,2,7,6,3,2,2,25.65,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,50,4.00,0,4.00,0,8,8,50,0,0,0,0,3,7,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,26,25.3,25.65,15.42,0.063,44,866.9,420,20.3,54,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.01,1.01,7/17/2017,13:20:00,1,1,2,7,5,3,2,2,25.35,23.89,21.89,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,86,6.88,0,6.88,0,8,8,86,0,2,0,2,6,10,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,25.2,25.35,15.42,0.04,44.4,933,420,24.1,45,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,25.02,23.89,25.89
1,1.02,1.02,7/17/2017,08:50:00,1,1,2,6,1,1,1,2,25.25,24.24,22.24,58,31.5,138.5,1.1,25,5,0,14,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,66,5.28,0,5.28,0,8,8,66,1,2,0,2,5,5,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,25,25.25,16.5,0.024,44.4,601.9,420,19,60,3.5,2,10.316,12.276,3.437,85.930,11.600,97.530,2.400,7.680,24.55,24.24,26.24
1,1.02,1.02,7/17/2017,09:40:00,1,1,2,6,1,1,1,2,25.4,24.24,22.24,58,31.5,138.5,1.1,25,5,0,18,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,66,5.28,0,5.28,0,8,8,66,1,2,0,2,5,5,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,25.3,25.4,16.5,0.017,42.4,680.5,420,20.5,58,2.5,2,10.321,12.282,3.439,85.973,11.600,97.573,2.400,7.680,24.55,24.24,26.24
1,1.02,1.02,7/17/2017,10:50:00,1,1,2,6,1,1,1,2,25.95,24.24,22.24,58,31.5,138.5,1.1,25,21,9,24,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,66,5.28,0,5.28,0,8,8,66,1,2,0,2,5,5,7,6,5,0,3,0,6,2,2,1,1,3,5,6,3,2,1,3,6,2,26,25.9,25.95,16.5,0.145,43.8,719.3,420,22.1,53,4.3,2,10.340,12.305,3.445,86.132,11.600,97.732,2.400,7.680,24.55,24.24,26.24
1,1.02,1.02,7/17/2017,09:00:00,1,1,2,6,1,1,1,2,25.4,24.24,22.24,58,31.5,138.5,1.1,25,0,0,14,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,66,5.28,0,5.28,0,8,8,66,1,2,0,2,5,5,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,25.5,25.3,25.4,16.5,0.246,44.7,733,420,19.2,58,2.5,2,10.321,12.282,3.439,85.973,11.600,97.573,2.400,7.680,24.55,24.24,26.24
1,1.02,1.02,7/17/2017,10:20:00,1,1,2,6,1,1,1,2,26.05,24.24,22.24,58,31.5,138.5,1.1,25,2,0,18,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,66,5.28,0,5.28,0,8,8,66,1,2,0,2,5,5,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,26,26.1,26.05,16.5,0.037,41.9,834.2,420,21.4,55,4.3,2,10.343,12.309,3.446,86.161,11.600,97.761,2.400,7.680,24.55,24.24,26.24
1,1.02,1.02,7/17/2017,10:10:00,1,1,2,6,1,1,1,2,26.05,24.24,22.24,58,31.5,138.5,1.1,25,0,0,18,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,66,5.28,0,5.28,0,8,8,66,1,2,0,2,5,5,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,2,1,3,6,2,26,26.1,26.05,16.5,0.324,40.1,886.2,420,21.3,56,2.5,2,10.343,12.309,3.446,86.161,11.600,97.761,2.400,7.680,24.55,24.24,26.24
