School_Number,Classroom_Number,Time_Intervals,Date,Time ,Season ,Mode,Floor,Room_Orientation,Occupant_Num,TypeOfActivity,JustOccupiedOrnot,FillingQ,Temperature_Operative,TcomfortCENMode,Lower_Margin,MetabolicRate,Weight,Height,BodySurfaceArea,NumberOfStudents,NumOfStudentsDrinking,NumOfStudentsFanning,WithoutJumperOrCardigan,ClassroomArea,ClassroomHeight,ClassroomVolume,DepthtoHeightRatio,OpenningToClassroomArea,WindowAreatoClassroomRatio,TypeOfWindow,TypeofBlindShade,NumberofOperableBlindsShades,TypeofInternalDoor,VentilationType,VentilationFan,AreaOfOperableWindows2,TotalOperableAreas,AreaOfNonOperableWindow,AreaofDoorGlazing,TotalAreaofGlazing,NumberofOperableWindows,WindowGlazing,TypeOfWindowOperation,MinimumHeightOfOperableWindowSill,OpeningToWallRatio,PercentOfOpenWindow,AreaofOpenWindows,AreaofDoorOpen,TotalOpenArea,AreaofExteriorDoorOpening,AreaOfOperableWindows,TotalOperableArea,PercentOfOpenAreas,NumberofSlightlyOpenLargeWindows,NumberoffullyOpenSmallWindows,NumberofSlightlyOpenSamallWindows,NumberofOpenSmallWindows,TotalnumberOfOpenWindows,TotalNumberofWindowAdjustment,ReasonForAdjustment2,WhoDidAdjustment,BlindState,PercentOfClosedBlinds,ReasonForAdjustment,TotalNumberofBlindAdjustment,WhoDidAdjustment2,ExteriorShade,InteriorDoorState,ReasonForAdjustment3,WhoDidAdjustment3,ExteriorDoorState,ReasonForAdjustment5,WhoDidAdjustment5,StateOfConnectingDoor,HeatingSystem,FanOrCoolingSystem,ReasonForAdjustment4,WhoDidAdjustment4,Lights,Temperature_Air,Temperature_Radiant,Temperature_Operative,Temperature_Outdoor_Mean,Air_Speed,Relative_Humidity,CO2,CO2_Exterior,Temperature_Air_Outdoor,Relative_Humidity_Outdoor,Air_Speed_Outdoor,RainOrSnow,K,VCO2,Gpcm3s,GequalsnGp,GeForAdults,TotalGe,OccupantDensitym2,OccupantDensitym3,TcomfortG,TcomfortCENTrm,UpperMargin
2,2.08,2.12,9/17/2017,09:20:00,2,1,2,5,1,1,1,2,23.6,22.99,20.99,58,31.5,138.5,1.1,14,0,0,4,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,64,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,1,23.5,23.7,23.6,12.7,0.018,59.3,1391.74,420,13,94,0.8,2,10.259,12.208,3.418,47.855,11.600,59.455,4.286,13.714,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,09:00:00,2,1,2,5,1,2,1,2,23.25,22.99,20.99,79,31.5,138.5,1.1,30, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,0,2,1,1,4,64,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,1,23,23.5,23.25,12.7,0.087,59,1417.65,420,12.9,94,0.8,2,13.957,16.608,4.650,139.509,11.600,151.109,2.000,6.400,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,10:00:00,2,1,2,5,1,1,1,2,23.9,22.99,20.99,58,31.5,138.5,1.1,8,0,0,3,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,64,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,1,24,23.8,23.9,12.7,0.003,57.9,1424.95,420,13.8,93,0.8,2,10.269,12.220,3.422,27.373,11.600,38.973,7.500,24.000,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,09:10:00,2,1,2,5,1,1,1,2,23.7,22.99,20.99,58,31.5,138.5,1.1,14,0,0,4,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,64,3,0,6,2,2,3,1,3,5,6,2,2,1,3,6,1,23.5,23.9,23.7,12.7,0.092,59.4,1441.33,420,12.9,94,0.8,2,10.262,12.212,3.419,47.871,11.600,59.471,4.286,13.714,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,09:30:00,2,1,2,5,1,1,1,2,23.6,22.99,20.99,58,31.5,138.5,1.1,14,0,0,4,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,64,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,1,23.5,23.7,23.6,12.7,0.08,59.2,1448.71,420,13.1,94,0.8,2,10.259,12.208,3.418,47.855,11.600,59.455,4.286,13.714,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,11:50:00,2,1,2,5,1,1,1,2,24.95,22.99,20.99,58,31.5,138.5,1.1,26,0,0,13,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,2,4,6,3,5,6,2,2,1,3,6,1,25,24.9,24.95,12.7,0.181,57.1,1542.19,420,16.8,80,0.8,2,10.305,12.263,3.434,89.277,11.600,100.877,2.308,7.385,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,11:20:00,2,1,2,5,1,1,1,2,24.45,22.99,20.99,58,31.5,138.5,1.1,26,0,0,13,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,1,2,4,2,2,4,6,3,5,6,2,2,1,3,6,1,24.5,24.4,24.45,12.7,0.073,60.1,1564.94,420,16.4,83,0.8,2,10.288,12.243,3.428,89.128,11.600,100.728,2.308,7.385,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,12:00:00,2,1,2,5,1,1,1,2,25.05,22.99,20.99,58,31.5,138.5,1.1,26,0,0,13,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,2,4,6,3,5,6,2,2,1,3,6,1,25,25.1,25.05,12.7,0.171,56.6,1633.44,420,17.2,79,0.8,2,10.309,12.267,3.435,89.307,11.600,100.907,2.308,7.385,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,11:30:00,2,1,2,5,1,1,1,2,24.6,22.99,20.99,58,31.5,138.5,1.1,26,0,0,13,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,2,4,6,3,5,6,2,2,1,3,6,1,24.5,24.7,24.6,12.7,0.119,59.4,1640.51,420,16.3,82,0.8,2,10.293,12.249,3.430,89.173,11.600,100.773,2.308,7.385,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,12:10:00,2,1,2,5,1,1,1,1,25.35,22.99,20.99,58,31.5,138.5,1.1,26,0,0,13,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,2,4,6,3,5,6,2,2,1,3,6,1,25.5,25.2,25.35,12.7,0.186,56.6,1682.02,420,17,78,1.7,2,10.319,12.280,3.438,89.397,11.600,100.997,2.308,7.385,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,11:40:00,2,1,2,5,1,1,1,2,25,22.99,20.99,58,31.5,138.5,1.1,26,0,0,13,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,2,4,6,3,5,6,2,2,1,3,6,1,25,25,25,12.7,0.067,58.9,1715.54,420,16.3,82,0.8,2,10.307,12.265,3.434,89.292,11.600,100.892,2.308,7.385,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,11:00:00,2,1,2,5,3,3,2,2,24.15,22.99,20.99,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,64,3,0,6,2,1,4,6,3,5,6,2,2,1,3,6,1,24.5,23.8,24.15,12.7,0.119,59.4,1279.28,420,15.7,86,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,23.33,22.99,24.99
2,2.08,2.12,9/17/2017,10:50:00,2,1,2,5,3,3,2,2,24.35,22.99,20.99,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,64,3,0,6,2,1,4,4,3,5,6,2,2,1,3,6,1,24.5,24.2,24.35,12.7,0.063,59.8,1551.34,420,15.6,87,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,23.33,22.99,24.99
2,2.08,2.13,9/17/2017,14:10:00,2,1,2,5,1,1,1,2,24.25,22.99,20.99,58,31.5,138.5,1.1,8,0,0,4,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,24.5,24,24.25,12.7,0.025,49.1,704.18,420,17.8,75,1.7,2,10.281,12.235,3.426,27.405,11.600,39.005,7.500,24.000,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,14:20:00,2,1,2,5,1,1,1,2,24.35,22.99,20.99,58,31.5,138.5,1.1,8,0,0,4,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,24.5,24.2,24.35,12.7,0.217,48.3,710.79,420,17.6,73,0.8,2,10.285,12.239,3.427,27.415,11.600,39.015,7.500,24.000,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,14:50:00,2,1,2,5,1,2,1,2,24.35,22.99,20.99,79,31.5,138.5,1.1,28,0,0,19,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,24.5,24.2,24.35,12.7,0.083,48.4,762.29,420,18.2,74,1.7,2,14.008,16.670,4.668,130.692,11.600,142.292,2.143,6.857,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,14:30:00,2,1,2,5,1,1,1,2,24.4,22.99,20.99,58,31.5,138.5,1.1,8,0,0,4,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,24.5,24.3,24.4,12.7,0.042,48.8,764.21,420,17.9,74,1.7,2,10.286,12.241,3.427,27.419,11.600,39.019,7.500,24.000,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,14:40:00,2,1,2,5,1,1,1,2,24.5,22.99,20.99,58,31.5,138.5,1.1,8,0,0,4,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,24.5,24.5,24.5,12.7,0.078,48.3,783.43,420,18.1,73,1.7,2,10.290,12.245,3.429,27.428,11.600,39.028,7.500,24.000,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,13:20:00,2,1,2,5,1,1,1,2,24.4,22.99,20.99,58,31.5,138.5,1.1,23,0,0,14,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,2,1,1,3,5,6,2,2,1,3,6,1,24.5,24.3,24.4,12.7,0.145,52.8,881.91,420,17.4,75,0.8,2,10.286,12.241,3.427,78.830,11.600,90.430,2.609,8.348,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,13:10:00,2,1,2,5,1,1,1,2,24.6,22.99,20.99,58,31.5,138.5,1.1,23,6,1,14,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,25,24.2,24.6,12.7,0.147,52.7,892.6,420,17.3,75,1.7,2,10.293,12.249,3.430,78.883,11.600,90.483,2.609,8.348,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,14:00:00,2,1,2,5,1,1,1,2,24.8,22.99,20.99,58,31.5,138.5,1.1,8,0,0,4,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,25,24.6,24.8,12.7,0.025,50.3,896.75,420,18,74,2.5,2,10.300,12.257,3.432,27.456,11.600,39.056,7.500,24.000,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,15:00:00,2,1,2,5,1,2,1,2,24.55,22.99,20.99,79,31.5,138.5,1.1,28,0,0,19,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,2,1,1,3,5,6,2,2,1,3,6,1,24.5,24.6,24.55,12.7,0.1,49.1,1032.43,420,18,70,2.5,2,14.018,16.681,4.671,130.780,11.600,142.380,2.143,6.857,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,13:30:00,2,1,2,5,1,1,1,2,24.6,22.99,20.99,58,31.5,138.5,1.1,23,0,0,14,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,2,5,6,3,5,6,2,2,1,3,6,1,24.5,24.7,24.6,12.7,0.178,53,1083.55,420,17.6,74,0.8,2,10.293,12.249,3.430,78.883,11.600,90.483,2.609,8.348,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,13:50:00,2,1,2,5,1,1,1,2,24.95,22.99,20.99,58,31.5,138.5,1.1,8,0,0,4,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,25,24.9,24.95,12.7,0.159,51.8,1151.82,420,18,74,0.8,2,10.305,12.263,3.434,27.470,11.600,39.070,7.500,24.000,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,13:40:00,2,1,2,5,1,1,1,2,25,22.99,20.99,58,31.5,138.5,1.1,8,0,0,4,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,2,1,3,5,6,2,2,1,3,6,1,25,25,25,12.7,0.189,53,1225.85,420,17.6,74,0.8,2,10.307,12.265,3.434,27.475,11.600,39.075,7.500,24.000,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,15:10:00,2,1,2,5,1,2,1,1,25.05,22.99,20.99,79,31.5,138.5,1.1,28,0,0,19,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,2,5,6,3,5,6,2,2,1,3,6,1,25,25.1,25.05,12.7,0.102,49.8,1262.98,420,17.8,73,1.7,2,14.041,16.709,4.679,131.000,11.600,142.600,2.143,6.857,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,15:20:00,2,1,2,5,1,2,1,2,25.35,22.99,20.99,79,31.5,138.5,1.1,28,0,0,19,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,2,5,6,3,5,6,2,2,1,3,6,1,25.5,25.2,25.35,12.7,0.117,50.3,1330.09,420,17.8,74,1.7,2,14.055,16.726,4.683,131.132,11.600,142.732,2.143,6.857,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,15:30:00,2,1,2,5,7,3,2,2,24.8,22.99,20.99,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,4,1,3,5,6,2,2,1,3,6,1,25,24.6,24.8,12.7,0.052,49.1,898.98,420,17.8,73,2.5,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,13:00:00,2,1,2,5,4,3,2,2,24.7,22.99,20.99,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,25,24.4,24.7,12.7,0.143,53.1,1075.56,420,17.6,76,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,12:50:00,2,1,2,5,4,3,2,2,24.8,22.99,20.99,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,25,24.6,24.8,12.7,0.006,53.9,1206.86,420,17.4,75,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,12:40:00,2,1,2,5,4,3,2,2,24.9,22.99,20.99,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,25,24.8,24.9,12.7,0.076,55.1,1390.98,420,17.1,77,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,12:30:00,2,1,2,5,4,3,2,2,25.3,22.99,20.99,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,5,6,3,5,6,2,2,1,3,6,1,25.5,25.1,25.3,12.7,0.048,56.7,1725,420,17,79,0.8,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,23.59,22.99,24.99
2,2.08,2.13,9/17/2017,12:20:00,2,1,2,5,4,3,2,2,25.4,22.99,20.99,0,31.5,138.5,1.1,0, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,15,1.20,0,1.20,0,8,8,15,0,2,0,2,2,2,7,6,4,70,3,2,6,2,1,4,4,3,5,6,2,2,1,3,6,1,25.5,25.3,25.4,12.7,0.187,56.5,1755.75,420,16.8,80,2.5,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,23.59,22.99,24.99
2,2.09,2.14,9/17/2017,08:50:00,2,1,2,8,1,1,1,2,22.95,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,0,0.00,0,0.00,0,8,8,0,0,0,0,0,0,0,7,6,4,62,3,0,6,2,1,3,1,3,5,6,2,2,1,3,6,2,23,22.9,22.95,13.1,0.124,56.6,819.9,420,14.2,91,2.5,2,10.236,12.181,3.411,95.500,11.600,107.100,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,09:00:00,2,1,2,8,1,1,1,2,23.3,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,0,0.00,0,0.00,0,8,8,0,0,0,0,0,0,0,7,6,4,62,3,0,6,2,1,5,6,3,5,6,2,2,1,3,6,2,23,23.6,23.3,13.1,0.126,56.8,1162.2,420,14.2,90,2.5,2,10.248,12.195,3.415,95.612,11.600,107.212,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,12:00:00,2,1,2,8,1,1,1,2,24.6,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,25,2.00,0,2.00,0,8,8,25,0,1,0,1,2,2,7,6,4,62,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,2,24.5,24.7,24.6,13.1,0.118,56.2,1327.2,420,17,83,3.5,2,10.293,12.249,3.430,96.032,11.600,107.632,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,11:10:00,2,1,2,8,1,1,1,2,24.25,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,25,2.00,0,2.00,0,8,8,25,0,1,0,1,2,2,7,6,4,62,3,0,6,2,2,3,1,3,5,6,2,2,1,3,6,2,24.5,24,24.25,13.1,0.129,57.7,1330.1,420,15.9,86,3.5,2,10.281,12.235,3.426,95.919,11.600,107.519,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,09:10:00,2,1,2,8,1,1,1,2,23.7,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,18,1.44,0,1.44,0,8,8,18,0,0,0,0,0,1,1,1,4,62,3,0,6,2,2,1,1,3,5,6,2,2,1,3,6,2,23.5,23.9,23.7,13.1,0.095,57.4,1362,420,14.2,90,2.5,2,10.262,12.212,3.419,95.742,11.600,107.342,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,12:10:00,2,1,2,8,1,1,1,1,24.7,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,25,2.00,0,2.00,0,8,8,25,0,1,0,1,2,2,7,6,4,62,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,2,24.5,24.9,24.7,13.1,0.088,56.3,1391.2,420,17.2,82,3.5,2,10.297,12.253,3.431,96.064,11.600,107.664,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,11:20:00,2,1,2,8,1,1,1,2,24.45,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,25,2.00,0,2.00,0,8,8,25,0,1,0,1,2,2,7,6,4,62,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,2,24.5,24.4,24.45,13.1,0.125,57.9,1462.9,420,16,86,3.5,2,10.288,12.243,3.428,95.984,11.600,107.584,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,11:50:00,2,1,2,8,1,1,1,2,24.6,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,25,2.00,0,2.00,0,8,8,25,0,1,0,1,2,2,7,6,4,62,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,2,24.5,24.7,24.6,13.1,0.13,56.5,1470.5,420,16.5,85,3.5,2,10.293,12.249,3.430,96.032,11.600,107.632,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,09:20:00,2,1,2,8,1,1,1,2,23.7,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,18,1.44,0,1.44,0,8,8,18,0,0,0,0,1,1,7,6,4,62,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,2,23.5,23.9,23.7,13.1,0.099,57.6,1481.1,420,14.3,90,2.5,2,10.262,12.212,3.419,95.742,11.600,107.342,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,09:30:00,2,1,2,8,1,1,1,2,23.75,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,18,1.44,0,1.44,0,8,8,18,0,0,0,0,1,1,7,6,4,62,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,2,23.5,24,23.75,13.1,0.135,57.6,1535.1,420,14.5,90,2.5,2,10.264,12.214,3.420,95.758,11.600,107.358,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,11:30:00,2,1,2,8,1,1,1,2,24.6,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,25,2.00,0,2.00,0,8,8,25,0,1,0,1,2,2,7,6,4,62,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,2,24.5,24.7,24.6,13.1,0.165,57.8,1536.8,420,16.2,86,3.5,2,10.293,12.249,3.430,96.032,11.600,107.632,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,09:40:00,2,1,2,8,1,1,1,2,24.1,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,18,1.44,0,1.44,0,8,8,18,0,0,0,0,1,1,7,6,4,62,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,2,24,24.2,24.1,13.1,0.131,57.5,1603.4,420,14.6,90,2.5,2,10.276,12.228,3.424,95.871,11.600,107.471,2.143,6.857,23.59,23.12,25.12
2,2.09,2.14,9/17/2017,11:40:00,2,1,2,8,1,1,1,2,24.65,23.12,21.12,58,31.5,138.5,1.1,28, , , ,60,3.2,192,2.2,13.33,13.33,2,2,3,1,5,2,8,8,0,0,8,8,2,1,1,30,25,2.00,0,2.00,0,8,8,25,0,1,0,1,2,2,7,6,4,62,3,0,6,2,2,5,6,3,5,6,2,2,1,3,6,2,24.5,24.8,24.65,13.1,0.113,57.6,1608.2,420,16.3,85,3.5,2,10.295,12.251,3.430,96.048,11.600,107.648,2.143,6.857,23.59,23.12,25.12
