School_Number,Classroom_Number,Time_Intervals,Date,Morning_Afternoon,Time ,Season ,Mode,Floor,Room_Orientation,Student_Ref_Num,Gender,Commuting_Type,Clothing_Level,Jumper_Cardigan,Clo_ Jumper,Clothing_Value,Fan_Status,Drink,TSV,TPV,TSVplusTPV,Air_Sensation_Vote,Air_Preference_Vote,Light_Sensation_Vote,Light_Preference_Vote,Comfortable_Level,Tiredness_Level,Temperature_Air,Temperature_Air_Average,Temperature_Radiant,Temperature_Radiant_Average,Air_Speed,Air_Speed_Average,Relative_Humidity,Relative_Humidity_Average,CO2,CO2_Average,CO2_10min,CO2_15min,Temperature_Operative,Temperature_Operative_Average,Temperature_Outdoor,TcomfortGriffiths,Temperature_Running_Mean,TcomfASHRAE,TcomfortCEN2TRM,UppermarginTcoCENTRM,LowermarginTcoCENTRM,Air_Speed_Outdoor,Relative_Humidity_Outdoor,Position,Daylight_Level,Exteriror_Door,AreaOfExteriorDoorOpen,AreaofOpenWindow,TotalOpenArea,PercentofOpenWindowAttheTimeOfSurvey
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,13,2,1,2,1,0.25,0.74,2,3,1,0,1,3,2,3,2,1,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,21.37,12.16,21.57,22.81,24.81,20.81,0.8,93,2,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,15,1,4,3,1,0.25,0.72,2,1,0,0,0,3,1,4,2,1,2,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,2,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,26,1,1,3,1,0.25,0.72,2,1,0,0,0,4,1,4,2,1,2,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,3,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,7,1,1,3,1,0.25,0.72,2,1,1,2,3,2,1,3,2,1,3,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,21.37,12.16,21.57,22.81,24.81,20.81,0.8,93,1,4,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,3,1,1,1,1,0.25,0.64,2,1,0,0,0,3,1,4,2,1,3,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,1,4,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,14,2,4,2,2,0,0.49,2,1,0,-2,-2,4,1,3,2,1,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,2,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,16,1,2,3,2,0,0.47,2,1,0,0,0,4,1,4,2,1,3,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,2,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,20,2,1,2,2,0,0.49,2,1,0,-1,-1,2,1,3,1,1,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,3,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,24,1,1,3,4,0,0.47,2,1,0,2,2,3,1,3,1,1,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,3,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,4,2,1,2,2,0,0.49,2,1,2,-1,1,1,1,3,2,1,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,18.34,12.16,21.57,22.81,24.81,20.81,0.8,93,1,4,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,8,2,1,2,2,0,0.49,2,1,2,0,2,2,2,5,2,1,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,18.34,12.16,21.57,22.81,24.81,20.81,0.8,93,1,4,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,10,2,1,2,4,0,0.49,2,1,1,0,1,2,2,4,2,1,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,21.37,12.16,21.57,22.81,24.81,20.81,0.8,93,2,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,11,1,4,1,4,0,0.39,1,1,1,1,2,3,2,3,2,1,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,21.37,12.16,21.57,22.81,24.81,20.81,0.8,93,2,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,9,1,1,1,1,0.25,0.64,2,2,0,-1,-1,3,2,3,1,2,2,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,1,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,18,1,1,2,2,0,0.49,2,2,0,1,1,5,1,3,1,2,2,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,3,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,21,1,1,2,1,0.25,0.74,2,1,0,1,1,2,1,3,2,2,2,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,3,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,17,1,1,3,1,0.25,0.72,2,1,2,-1,1,4,1,4,2,2,3,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,18.34,12.16,21.57,22.81,24.81,20.81,0.8,93,2,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,22,1,1,3,1,0.25,0.72,2,1,1,-1,0,3,1,3,1,2,3,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,21.37,12.16,21.57,22.81,24.81,20.81,0.8,93,3,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,25,1,1,3,1,0.25,0.72,2,1,1,0,1,3,2,4,2,2,3,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,21.37,12.16,21.57,22.81,24.81,20.81,0.8,93,3,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,1,2,1,2,2,0,0.49,2,1,0,-1,-1,4,1,5,2,2,3,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,1,4,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,12,1,1,1,1,0.25,0.64,2,1,2,-2,0,3,1,3,2,2,2,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,18.34,12.16,21.57,22.81,24.81,20.81,0.8,93,2,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,5,1,4,3,2,0,0.47,2,1,1,1,2,3,1,3,2,2,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,21.37,12.16,21.57,22.81,24.81,20.81,0.8,93,1,4,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,6,1,4,4,1,0.25,0.55,2,1,1,0,1,2,1,4,3,2,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,21.37,12.16,21.57,22.81,24.81,20.81,0.8,93,1,4,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,2,1,1,3,1,0.25,0.72,2,2,0,2,2,4,1,3,1,3,2,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,1,4,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,23,1,1,3,1,0.25,0.72,2,1,0,-1,-1,4,1,4,2,3,3,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,24.40,12.16,21.57,22.81,24.81,20.81,0.8,93,3,3,3,0,2.8,2.8,35
2,2.07,2.11,9/17/2017,1,12:15:00,2,1,2,5,19,1,1,3,1,0.25,0.72,2,1,2,-2,0,5,1,3,1,3,1,24.5,23.80,24.3,23.60,0.084,0.041,61.9,61.4,1600.2,1473.90,1556.95,1555.64,24.40,23.70,15.6,18.34,12.16,21.57,22.81,24.81,20.81,0.8,93,3,3,3,0,2.8,2.8,35
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,11,1,1,2,1,0.25,0.74,2,2,0,0,0,3,1,4,2,1,3,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,25.35,12.7,21.74,22.99,24.99,20.99,1.7,78,2,3,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,15,2,4,2,1,0.25,0.74,2,2,2,-1,1,5,1,3,3,1,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,19.29,12.7,21.74,22.99,24.99,20.99,1.7,78,2,3,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,2,1,1,3,1,0.25,0.72,2,1,-1,0,-1,2,2,5,2,1,3,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,28.38,12.7,21.74,22.99,24.99,20.99,1.7,78,3,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,1,2,1,2,1,0.25,0.74,2,1,0,0,0,3,1,4,2,1,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,25.35,12.7,21.74,22.99,24.99,20.99,1.7,78,3,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,7,2,1,2,1,0.25,0.74,2,1,0,0,0,3,2,4,2,1,3,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,25.35,12.7,21.74,22.99,24.99,20.99,1.7,78,3,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,22,2,1,2,1,0.25,0.74,2,1,0,0,0,2,2,2,2,1,3,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,25.35,12.7,21.74,22.99,24.99,20.99,1.7,78,1,11,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,13,2,1,2,1,0.25,0.74,2,1,2,-2,0,3,1,4,3,1,3,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,19.29,12.7,21.74,22.99,24.99,20.99,1.7,78,2,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,8,1,4,1,2,0,0.39,2,2,0,0,0,3,2,4,2,1,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,25.35,12.7,21.74,22.99,24.99,20.99,1.7,78,3,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,9,1,1,1,1,0.25,0.64,2,1,0,1,1,3,2,3,1,1,3,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,25.35,12.7,21.74,22.99,24.99,20.99,1.7,78,3,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,19,1,1,1,1,0.25,0.64,2,1,0,0,0,2,2,2,2,1,3,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,25.35,12.7,21.74,22.99,24.99,20.99,1.7,78,1,10,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,4,2,1,2,2,0,0.49,2,1,2,-2,0,2,1,5,2,1,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,19.29,12.7,21.74,22.99,24.99,20.99,1.7,78,3,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,18,1,1,2,2,0,0.49,2,1,1,0,1,2,1,3,1,1,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,22.32,12.7,21.74,22.99,24.99,20.99,1.7,78,2,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,23,1,1,1,2,0,0.39,2,1,2,-1,1,1,1,2,1,1,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,19.29,12.7,21.74,22.99,24.99,20.99,1.7,78,1,11,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,10,1,1,1,2,0,0.39,2,1,1,0,1,2,2,3,2,1,3,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,22.32,12.7,21.74,22.99,24.99,20.99,1.7,78,3,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,26,2,4,2,1,0.25,0.74,2,2,0,-2,-1,3,1,3,3,2,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,25.35,12.7,21.74,22.99,24.99,20.99,1.7,78,1,6,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,6,1,1,3,1,0.25,0.72,2,1,-1,2,1,3,1,3,2,2,1,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,28.38,12.7,21.74,22.99,24.99,20.99,1.7,78,3,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,16,1,1,1,1,0.25,0.64,2,2,0,0,0,5,1,3,1,2,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,25.35,12.7,21.74,22.99,24.99,20.99,1.7,78,2,3,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,3,2,1,2,2,0,0.49,2,3,1,1,2,4,1,3,1,2,3,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,22.32,12.7,21.74,22.99,24.99,20.99,1.7,78,3,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,12,1,4,3,1,0.25,0.72,2,1,1,-1,0,3,1,4,2,2,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,22.32,12.7,21.74,22.99,24.99,20.99,1.7,78,2,3,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,24,1,1,1,1,0.25,0.64,2,1,0,1,1,3,2,2,1,2,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,25.35,12.7,21.74,22.99,24.99,20.99,1.7,78,1,5,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,27,1,1,3,2,0,0.47,2,1,2,-2,0,3,1,2,3,2,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,19.29,12.7,21.74,22.99,24.99,20.99,1.7,78,1,6,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,14,1,1,1,2,0,0.39,2,3,1,-1,0,3,1,4,2,2,3,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,22.32,12.7,21.74,22.99,24.99,20.99,1.7,78,2,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,20,1,1,1,2,0,0.39,2,2,1,0,1,3,1,3,2,2,1,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,22.32,12.7,21.74,22.99,24.99,20.99,1.7,78,1,8,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,21,2,1,2,2,0,0.49,2,1,1,-2,-1,1,2,2,2,2,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,22.32,12.7,21.74,22.99,24.99,20.99,1.7,78,1,8,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,25,2,1,2,2,0,0.49,2,1,1,-1,0,3,2,3,2,2,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,22.32,12.7,21.74,22.99,24.99,20.99,1.7,78,1,5,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,5,2,1,2,2,0,0.49,1,1,1,-2,-1,4,1,4,3,2,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,22.32,12.7,21.74,22.99,24.99,20.99,1.7,78,3,4,3,0,1.2,1.2,15
2,2.08,2.12,9/17/2017,1,12:15:00,2,1,2,5,17,1,1,1,2,0,0.39,2,1,1,-1,0,3,1,3,1,2,2,25.5,24.10,25.2,24.10,0.213,0.081,56.4,58.5,1725,1441.90,1657.73,1619.22,25.35,24.10,17,22.32,12.7,21.74,22.99,24.99,20.99,1.7,78,2,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,2,1,1,3,1,0.25,0.72,2,2,-1,0,-1,2,1,4,2,1,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,28.08,12.7,21.74,22.99,24.99,20.99,1.7,73,3,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,7,2,1,2,1,0.25,0.74,2,2,0,0,0,3,2,3,2,1,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,25.05,12.7,21.74,22.99,24.99,20.99,1.7,73,3,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,5,2,1,2,1,0.25,0.74,2,1,-2,2,0,2,1,5,3,1,3,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,31.11,12.7,21.74,22.99,24.99,20.99,1.7,73,3,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,22,2,1,2,1,0.25,0.74,2,1,-1,0,-1,2,1,2,2,1,1,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,28.08,12.7,21.74,22.99,24.99,20.99,1.7,73,1,6,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,1,2,1,2,1,0.25,0.74,2,1,0,0,0,3,1,3,1,1,3,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,25.05,12.7,21.74,22.99,24.99,20.99,1.7,73,3,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,11,1,1,2,1,0.25,0.74,2,1,2,-2,0,3,1,3,2,1,1,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,18.99,12.7,21.74,22.99,24.99,20.99,1.7,73,2,3,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,15,2,4,2,1,0.25,0.74,1,4,2,-2,0,5,1,3,3,1,1,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,18.99,12.7,21.74,22.99,24.99,20.99,1.7,73,2,3,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,10,1,1,1,2,0,0.39,2,2,0,0,0,2,1,3,2,1,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,25.05,12.7,21.74,22.99,24.99,20.99,1.7,73,3,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,19,1,1,1,1,0.25,0.64,2,1,0,0,0,2,2,3,2,1,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,25.05,12.7,21.74,22.99,24.99,20.99,1.7,73,1,5,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,4,2,1,2,2,0,0.49,2,1,2,-2,0,2,1,5,2,1,1,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,18.99,12.7,21.74,22.99,24.99,20.99,1.7,73,3,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,9,1,1,1,3,0,0.39,2,1,0,1,1,2,2,2,1,1,1,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,25.05,12.7,21.74,22.99,24.99,20.99,1.7,73,3,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,14,1,1,1,3,0,0.39,2,1,2,-1,1,3,1,3,2,1,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,18.99,12.7,21.74,22.99,24.99,20.99,1.7,73,2,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,23,1,1,1,2,0,0.39,2,1,2,-2,0,1,2,3,1,1,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,18.99,12.7,21.74,22.99,24.99,20.99,1.7,73,1,6,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,8,1,4,1,3,0,0.39,2,1,1,0,1,3,2,4,2,1,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,22.02,12.7,21.74,22.99,24.99,20.99,1.7,73,3,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,20,1,1,1,2,0,0.39,2,1,1,-2,-1,4,1,2,2,1,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,22.02,12.7,21.74,22.99,24.99,20.99,1.7,73,1,5,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,3,2,1,2,1,0.25,0.74,2,2,1,-1,0,5,1,3,1,2,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,22.02,12.7,21.74,22.99,24.99,20.99,1.7,73,3,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,26,2,4,2,1,0.25,0.74,1,4,-2,0,-2,2,1,5,2,2,3,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,31.11,12.7,21.74,22.99,24.99,20.99,1.7,73,1,5,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,18,1,1,2,3,0,0.49,2,3,0,-1,-1,2,1,3,1,2,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,25.05,12.7,21.74,22.99,24.99,20.99,1.7,73,2,4,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,27,1,1,3,2,0,0.47,2,4,1,-1,0,3,1,3,3,2,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,22.02,12.7,21.74,22.99,24.99,20.99,1.7,73,1,5,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,16,1,1,1,1,0.25,0.64,1,4,0,-2,-2,2,1,3,1,2,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,25.05,12.7,21.74,22.99,24.99,20.99,1.7,73,2,3,3,0,1.2,1.2,15
2,2.08,2.13,9/17/2017,2,15:15:00,2,1,2,5,24,1,1,1,1,0.25,0.64,1,3,0,0,0,3,1,3,2,2,2,25,24.60,25.1,24.50,0.09,0.106,49.9,50.5,1279,947.05,1147.71,1019.23,25.05,24.55,17.8,25.05,12.7,21.74,22.99,24.99,20.99,1.7,73,1,4,3,0,1.2,1.2,15
